person_id,full_name,gender,highest_degree,degree_field,doctoral_institution_id,prior_position_title,prior_position_institution_id,prior_dean_experience,prior_president_experience,person_birth_year,first_appearance_year
P02868,Bruce A. Wolk,m,phd,,,,,,,,1993
P02869,Stephen Zamora,m,phd,,,"Professor, University of Houston Law Center",,,,,1993
P02870,Thomas M. Mengler,m,phd,,,"Faculty, University of Minnesota Law School",,,,,1993
P02871,David E. Shipley,m,phd,,,,,,,,1993
P02872,Donald J. Polden,m,phd,,,,,,,,1993
P02873,Richard H. Seeburger,m,phd,,,,,,,,1993
P02874,James Robinson,m,phd,,,,,,,,1993
P02875,Teree E. Foster,f,phd,,,,,,,,1993
P02876,Barbara Ross-Lee,f,phd,,,"Family practice physician, Detroit; college faculty",,,,,1993
P02877,Harold J. Fallon,m,phd,,,Chair of medicine; academic physician,,,,,1993
P02878,Richard Lynch,m,phd,,,,,,,,1993
P02879,Shelley N. Chou,m,phd,,,"Faculty (Neurosurgery), University of Minnesota Medical School",,,,,1993
P02880,Thomas W. Peterson,m,phd,Chemical Engineering,,"Head, Chemical and Environmental Engineering",US-UNIVERSITY-OF-ARIZONA,,,,1993
P02881,Martin Wanielista,m,phd,Environmental Engineering,US-CORNELL-UNIVERSITY,"Chair, Civil Engineering and Environmental Sciences",US-UNIVERSITY-OF-CENTRAL-FLORIDA,,,,1993
P02882,Joseph I. Goldstein,m,phd,Metallurgy,,VP for Graduate Studies and Research,US-LEHIGH-UNIVERSITY,,,,1993
P02883,Michael Kovac,m,phd,Engineering,,Dean of Engineering,US-UNIVERSITY-OF-MICHIGAN-DEARBORN,TRUE,,,1993
P02884,Dyanne Affonso,f,phd,,,,,,,,1993
P02885,Madeline Musante Wake,f,phd,,,,,,,,1993
P02886,Marilyn Rothert,f,phd,,,"Faculty, MSU College of Nursing",,,,,1993
P02887,Elisabeth Pennington,f,phd,,,,,,,,1993
P02888,Carole Ames,f,phd,Psychological Sciences,US-PURDUE-UNIVERSITY,,,,,,1993
P02889,Nel Noddings,f,phd,,,Professor of education at Stanford,,,,,1993
P02890,Trevor Sewell,m,phd,,,,,,,,1993
P02891,H. Carl Haywood,m,phd,,,Psychology/education scholar (Vanderbilt); founder of the GSE,,,,,1993
P02892,John E. Bassett,m,phd,,,Professor of English; administrator,,,,,1993
P02893,John Shoven,m,phd,Economics,US-YALE-UNIVERSITY,Professor of Economics,,,,,1993
P02894,Dallas Rabenstein,m,phd,Chemistry,,,,,,,1993
P02895,Colin Lucas,m,phd,,,,,,,,1993
P02896,Rey Elizondo,m,phd,,,Physiology,,,,,1993
P02897,Phillip R. Certain,m,phd,Physical Chemistry,US-UNIVERSITY-OF-WISCONSIN-MADISON,"Professor of chemistry (theoretical chemistry), UW-Madison",,,,,1993
P02898,David Hiley,m,phd,,,Philosophy professor/administrator,,,,,1993
P02899,Charles M. Tatum,f,phd,,,"Head, Dept. of Spanish and Portuguese, University of Arizona",,,,,1993
P02900,Eugene H. Levy,m,phd,,,"Director, Lunar and Planetary Laboratory / Head, Dept. of Planetary Sciences, University of Arizona",,,,,1993
P02901,Martin Prekop,m,,,,,,,,,1993
P02902,Daniel Sher,m,,,,,,,,,1993
P02903,Ellen Wartella,f,,,,,,,,,1993
P02904,Mark Wait,m,,,,,,,,,1993
P02905,Barbara O. Schneeman,f,phd,,,"Professor and chair, Department of Nutrition, University of California, Davis",,,,,1993
P02906,Kirklyn M. Kerr,m,phd,,,"Dean, College of Veterinary Medicine, University of Illinois at Urbana-Champaign",,TRUE,,,1993
P02907,Gary Grunewald,m,phd,,,,,,,,1993
P02908,David L. Huxsoll,m,phd,,,Associate Dean for Research and Advanced Studies,,TRUE,,,1993
P02909,Waldo F. Keller,m,phd,,,Professor of ophthalmology and former associate dean for academic affairs,,TRUE,,,1993
P02910,Glen F. Hoffsis,m,phd,,,"Director, Veterinary Teaching Hospital",US-OHIO-STATE-UNIVERSITY,,,,1993
P02911,John Rau,m,,Unknown,,"President/CEO, Miami Corporation (external banking exec)",,,,,1993
P02912,C. Wayne Alderman,m,phd,Accounting,US-UNIVERSITY-OF-TENNESSEE-KNOXVILLE,Professor of Accountancy,,,,,1993
P02913,Glen L. Urban,m,phd,Marketing,US-NORTHWESTERN-UNIVERSITY,Deputy Dean,,,,,1993
P02914,"Leo Ignatius Higdon, Jr.",m,,Unknown,,Co-head of global investment banking,,,,,1993
P02915,Benjamin Ladner,m,phd,,,"President, National Faculty",,,,,1994
P02916,Jehuda Reinharz,m,phd,,US-BRANDEIS-UNIVERSITY,"Provost, Brandeis University",,,,,1994
P02917,Philip Hunter Prince,m,phd,,,Clemson alumnus; business executive/trustee,,,,,1994
P02918,William M. Chace,m,phd,,,"President, Wesleyan University",,,,,1994
P02919,Talbot D'Alemberte,m,phd,,,"President, American Bar Association; dean, FSU College of Law",,TRUE,,,1994
P02920,"Harold Ridley, S.J.",m,phd,,US-NEW-YORK-UNIVERSITY,"Academic administrator, Jesuit institutions",,,,,1994
P02921,Robert Glidden,m,phd,,,"Provost, Florida State University",,,,,1994
P02922,Shirley Strum Kenny,f,phd,,,"President, Queens College (CUNY)",,,,,1994
P02923,Ray M. Bowen,m,phd,,,"Executive VP and Provost, Oklahoma State University",,,,,1994
P02924,Henry T. Yang,m,phd,,US-CORNELL-UNIVERSITY,"Dean of Engineering, Purdue University",,TRUE,,,1994
P02925,Roderic B. Park,m,phd,,,"Executive Vice Chancellor, UC Berkeley",,,,,1994
P02926,Kenny C. Guinn,m,phd,,,Business executive; later Governor of Nevada,,,,,1994
P02927,J. R. Morris,m,phd,,,OU provost/administrator,,,,,1994
P02928,David L. Boren,m,phd,,,U.S. Senator and Governor of Oklahoma,,,,,1994
P02929,Betty Castor,f,phd,,,Florida Commissioner of Education,,,,,1994
P02930,Franklyn G. Jenifer,m,phd,,US-UNIVERSITY-OF-MARYLAND-COLLEGE-PARK,"President, Howard University",,,,,1994
P02931,Paul E. Torgersen,m,phd,,US-OHIO-STATE-UNIVERSITY,"Dean of College of Engineering, Virginia Tech",,TRUE,,,1994
P02932,Robert Hoskins,m,phd,,,Vice President for Academic Affairs,US-ARKANSAS-STATE-UNIVERSITY,TRUE,,,1994
P02933,Mossie Richmond,m,phd,,,Vice President for Student Affairs,US-ARKANSAS-STATE-UNIVERSITY,TRUE,,,1994
P02934,Mervin L. Trail,m,phd,,,Longtime LSU faculty member and administrator (clinical and administrative roles),,,,,1994
P02935,Charles A. Hines,m,phd,,,Director of Health and Security,,,,,1994
P02936,Arthur E. Levine,m,phd,,,Chair of the higher education program and senior lecturer,,,,,1994
P02937,Carol D. Surles,f,phd,,,,,,,,1994
P02938,Stuart J. Ramos Biaggi,m,phd,,,,US-UNIVERSITY-OF-PUERTO-RICO-MAYAGUEZ,,,,1994
P02939,Harley E. Flack,m,phd,,,Provost and Executive Vice President,,TRUE,,,1994
P02940,William H. Harris,m,phd,,US-INDIANA-UNIVERSITY-BLOOMINGTON,President,US-TEXAS-SOUTHERN-UNIVERSITY,TRUE,,,1994
P02941,Niels-Erik Andreasen,m,phd,,,President,,TRUE,,,1994
P02942,William A. Sederburg,m,phd,,,Michigan State Senator / VP for Public Sector Consultants,,,,,1994
P02943,Howell W. Todd,m,phd,,,"Executive Director, South Dakota Board of Regents",,,,,1994
P02944,Nancy Belck,f,phd,,US-MICHIGAN-STATE-UNIVERSITY,Provost and Vice Chancellor for Academic Affairs,US-CENTRAL-MICHIGAN-UNIVERSITY,TRUE,,,1994
P02945,Franklyn M. Casale,m,phd,,,"Vicar General, Chancellor and Moderator of the Curia",,TRUE,,,1994
P02946,Charlie Nelms,m,phd,,,Chancellor,,TRUE,,,1994
P02947,Beheruz N. Sethna,m,phd,,,"Interim Executive Vice President for Academic and Student Affairs (previously Dean, College of Business)",US-LAMAR-UNIVERSITY,TRUE,,,1994
P02948,Lawrence G. Abele,m,phd,,,"Dean, College of Arts and Sciences, Florida State University",,TRUE,,,1994
P02949,Albert Carnesale,m,phd,,,"Dean of the John F. Kennedy School of Government, Harvard University",,TRUE,,,1994
P02950,Anne H. Hopkins,f,phd,,,,,,,,1994
P02951,Derek J. Hodgson,m,phd,,,"Professor and head of the chemistry department and Vice President for Research, University of Wyoming",,,,,1994
P02952,Marvin S. Keener,m,phd,,,"Associate Dean, College of Arts and Sciences, Oklahoma State University",,,,,1994
P02953,David Auston,m,phd,,,"Dean of Engineering, Columbia University",,TRUE,,,1994
P02954,Carol T. Christ,f,phd,English,US-YALE-UNIVERSITY,"Professor of English and Dean of Humanities/Vice Chancellor, UC Berkeley",,TRUE,,,1994
P02955,David H. Warren,m,phd,,US-CALIFORNIA-INSTITUTE-OF-TECHNOLOGY,"Professor of Psychology, UC Riverside (joined UCR faculty 1969)",,,,,1994
P02956,Larry R. Faulkner,m,phd,,,"Dean of the College of Liberal Arts and Sciences, University of Illinois Urbana-Champaign",,TRUE,,,1994
P02957,Jo Ann E. Argersinger,f,phd,,,,,,,,1994
P02958,Patricia Crosson,f,phd,,,"Deputy Provost and Associate Vice Chancellor for Academic Affairs, University of Massachusetts Amherst",,,,,1994
P02959,Brady J. Deaton and Jo Behymer,unknown,phd,,,,,,,,1994
P02960,James V. Maher,m,phd,,,,,,,,1994
P02961,Charles E. Phelps,m,phd,,,,,,,,1994
P02962,Michael G. Kovac,m,phd,,,,,,,,1994
P02963,Peter W. Low,m,phd,,,,,,,,1994
P02964,David B. Thorud,m,phd,,US-UNIVERSITY-OF-PENNSYLVANIA,"Dean of the College of Forest Resources, University of Washington",,TRUE,,,1994
P02965,Alison F. Richard,f,phd,,,"Director of the Peabody Museum of Natural History, Yale University",,,,,1994
P02966,Peter Petri,m,phd,Economics,US-HARVARD-UNIVERSITY,Professor of International Finance,US-BRANDEIS-UNIVERSITY,,,,1994
P02967,Colin C. Blaydon,m,phd,,US-HARVARD-UNIVERSITY,Professor of Management (former Dean 1983-1990),,,,,1994
P02968,Benjamin J. Allen,m,phd,Economics,US-UNIVERSITY-OF-ILLINOIS-URBANA-CHAMPAIGN,"Chair, Department of Transportation and Logistics",US-IOWA-STATE-UNIVERSITY,TRUE,,,1994
P02969,Ira R. Weiss,m,phd,Management,,Dean,,TRUE,,,1994
P02970,"Robert M. Canady, DBA",m,phd,DBA,,Professor of Management,,,,,1994
P02971,Frederick W. Winter,m,phd,Not found,,"Head, Department of Business Administration",US-UNIVERSITY-OF-ILLINOIS-URBANA-CHAMPAIGN,,,,1994
P02972,Frederick A. Russ,m,,Industrial Administration,,,,,,,1994
P02973,Gary Fethke,m,phd,Economics,US-UNIVERSITY-OF-IOWA,Professor of Economics,US-UNIVERSITY-OF-IOWA,,,,1994
P02974,John W. Seybolt,m,phd,,,,,,,,1994
P02975,William D. Bradford,m,phd,Finance,US-OHIO-STATE-UNIVERSITY,Chair of Finance Department and Associate Dean,,,,,1994
P02976,Lyn Pankoff,m,phd,Economics and Statistics,,Faculty/Acting Dean,,,,,1994
P02977,Stanley J. Garstka,m,phd,Operations Research / Stochastic Programming,,Professor of Management,,,,,1994
P02978,Thomas G. Krattenmaker,m,phd,,,Professor of Law at Georgetown University Law Center,,,,,1994
P02979,Richard L. Ottinger,m,phd,,,U.S. Representative (NY) and professor at Pace Law School,,,,,1994
P02980,Mack A. Player,m,phd,,,"Professor of law, University of Georgia School of Law",,,,,1994
P02981,Daan Braveman,m,phd,,,"Faculty, Syracuse University College of Law",,,,,1994
P02982,Douglas G. Baird,m,phd,,,,,,,,1994
P02983,Michael Hoeflich,m,phd,,,"Dean, Syracuse University College of Law",,TRUE,,,1994
P02984,Samuel C. Thompson,m,phd,,,,,,,,1994
P02985,Jeffrey S. Lehman,m,phd,,,"Professor of Law, University of Michigan",,,,,1994
P02986,Charles O'Kelly,m,phd,,,"Professor of Law, University of Oregon School of Law",,,,,1994
P02987,Peter M. Shane,m,phd,,,,,,,,1994
P02988,M. Michael Sharlot,m,phd,,,"Professor, University of Texas School of Law",,,,,1994
P02989,Anthony T. Kronman,m,phd,,,"Professor of Law, Yale Law School",,,,,1994
P02990,Naji N. Abumrad,m,phd,,,"Chair of Surgery, Stony Brook",,,,,1994
P02991,Thomas C. Cesario,m,phd,,,"Faculty, UC Irvine School of Medicine",,,,,1994
P02992,Gerald S. Levey,m,phd,,,"Senior vice president, Merck; former chair of medicine, University of Pittsburgh",,,,,1994
P02993,Ward E. Bullock,m,phd,,,,,,,,1994
P02994,Robert P. Kelch,m,phd,,,,,,,,1994
P02995,Wallace Conerly,m,phd,,,"Faculty, University of Mississippi School of Medicine",,,,,1994
P02996,Paul B. Roth,m,phd,,,"Emergency medicine faculty/administrator, UNM School of Medicine",,,,,1994
P02997,Michael A. Simmons,m,phd,,,Academic medicine administrator,,,,,1994
P02998,Philip M. Farrell,m,phd,,,"Professor and Chair of Pediatrics, University of Wisconsin Medical School",,,,,1994
P02999,Hermes A. Kontos,m,phd,,,,,,,,1994
P03000,James N. Thompson,m,phd,,,,,,,,1994
P03001,Daniel Jankowski,m,phd,Unknown,,Associate Dean of Academic Affairs,US-ARIZONA-STATE-UNIVERSITY,,,,1994
P03002,John E. Hopcroft,m,phd,Electrical Engineering,,"Chair, Computer Science Department",US-CORNELL-UNIVERSITY,,,,1994
P03003,Don Richard,m,phd,Civil Engineering,,"Chair, Civil Engineering and Construction",US-NORTH-DAKOTA-STATE-UNIVERSITY,,,,1994
P03004,Otto Helweg,m,phd,Civil Engineering (Water Resources),,"Chair, Civil Engineering",,,,,1994
P03005,Richard T. Lahey Jr.,m,phd,Mechanical Engineering,,"Director, Center for Multiphase Research; Chair, Nuclear Engineering",US-RENSSELAER-POLYTECHNIC-INSTITUTE,,,,1994
P03006,Ioannis Miaoulis,m,phd,Mechanical Engineering,,Professor of Mechanical Engineering,US-TUFTS-UNIVERSITY,,,,1994
P03007,Mark H. Karwan,m,phd,Industrial Engineering,,"Chair, Industrial Engineering",US-UNIVERSITY-BUFFALO,,,,1994
P03008,Robert W. Conn,m,phd,Physics,,"Professor and Director, Institute of Plasma and Fusion Research",US-UNIVERSITY-OF-CALIFORNIA-LOS-ANGELES,,,,1994
P03009,Ross B. Corotis,m,phd,Civil Engineering,,Professor of Civil Engineering,US-JOHNS-HOPKINS-UNIVERSITY,,,,1994
P03010,William W. Destler,m,phd,Applied Physics,,"Chair, Electrical Engineering",US-UNIVERSITY-OF-MARYLAND-COLLEGE-PARK,,,,1994
P03011,Richard W. Miksad,m,phd,Engineering,,"Associate Dean for Research, Aerospace Engineering",US-UNIVERSITY-OF-TEXAS-AUSTIN,,,,1994
P03012,F. William Stephenson,m,phd,Electrical Engineering,,"Faculty, Electrical and Computer Engineering",US-VIRGINIA-TECH,,,,1994
P03013,D. Allan Bromley,m,phd,Nuclear Physics,,Henry Ford II Professor of Physics,US-YALE-UNIVERSITY,,,,1994
P03014,Sandra Rogers,f,phd,,,,,,,,1994
P03015,Joellen Edwards,f,phd,,,,,,,,1994
P03016,Sue K. Donaldson,f,phd,,,,,,,,1994
P03017,Roberta K. Olson,f,phd,,,Nursing faculty/academic (1964 SDSU nursing graduate),,,,,1994
P03018,Ada Sue Hinshaw,f,phd,,,,,,,,1994
P03019,Suzanne Van Ort,f,phd,,,"Interim dean, UA College of Nursing (approx. 1992-1994)",,,,,1994
P03020,Eli Capilouto,m,phd,Health Policy and Management,,UAB faculty/administrator (dental medicine and health policy),,,,,1994
P03021,Susan C. Scrimshaw,f,phd,Anthropology,,"Professor and Associate Dean, UCLA School of Public Health",US-UNIVERSITY-OF-CALIFORNIA-LOS-ANGELES,,,,1994
P03022,Richard J. Shavelson,m,phd,,,Professor of education,,,,,1994
P03023,Elaine Jarchow,f,phd,,,Faculty/administrator in education,,,,,1994
P03024,Mel Fratzke,m,phd,,,,,,,,1994
P03025,Jules Zimmer,m,phd,,,"Faculty member / acting dean (1993), Gevirtz School",,TRUE,,,1994
P03026,Steve Permuth,m,phd,,,,,,,,1994
P03027,Stewart W. Schneller,m,phd,Organic Chemistry,US-INDIANA-UNIVERSITY-BLOOMINGTON,Professor of Chemistry,,,,,1994
P03028,Gary B. Schuster,m,phd,Chemistry,US-UNIVERSITY-OF-ROCHESTER,Professor of Chemistry (arrived Georgia Tech 1994),,,,,1994
P03029,Harold Molineu,m,phd,,,Political science faculty,,,,,1994
P03030,Michael T. Clegg,m,phd,Genetics,US-UNIVERSITY-OF-CALIFORNIA-DAVIS,,,,,,1994
P03031,Frantisek Deak,m,phd,,US-CARNEGIE-MELLON-UNIVERSITY,Professor of Theatre,,,,,1994
P03032,Richard P. Saller,m,phd,,,,,,,,1994
P03033,Mary Ann Rankin,f,phd,Physiology and Behavior,US-UNIVERSITY-OF-IOWA,"Chair of the Division of Biological Sciences, UT Austin",,,,,1994
P03034,Carole Brandt,f,,,,,,,,,1994
P03035,Terry Hynes,unknown,,,,,,,,,1994
P03036,John Gaunt,m,,,,,,,,,1994
P03037,Marleen Kay Davis,f,,,,,,,,,1994
P03038,Tom McCoy,m,phd,,,,,,,,1994
P03039,Thayne R. Dutson,m,phd,,US-MICHIGAN-STATE-UNIVERSITY,,,,,,1994
P03040,Victor Lechtenberg,m,phd,Agronomy,US-PURDUE-UNIVERSITY,"Professor and administrator, Purdue University School of Agriculture",,,,,1994
P03041,Gordon C. Rausser,m,phd,Agricultural and Resource Economics,US-UNIVERSITY-OF-CALIFORNIA-DAVIS,"Professor and former chair, Department of Agricultural and Resource Economics, University of California, Berkeley",,,,,1994
P03042,Ivery Clifton,m,phd,,,"Associate Vice President for Academic Affairs, University of Georgia",,,,,1994
P03043,Thomas A. Fretz,m,phd,Horticulture and Plant Science,US-UNIVERSITY-OF-DELAWARE,,,,,,1994
P03044,R. Lee Evans,m,phd,,,,,,,,1994
P03045,Danny L. Lattin,m,phd,,,,,,,,1994
P03046,Arthur A. Nelson Jr.,m,phd,,,"Dean, College of Pharmacy, Idaho State University",,TRUE,,,1994
P03047,Wayne K. Anderson,m,phd,Pharmaceutical Chemistry,US-UNIVERSITY-OF-WISCONSIN-MADISON,,,,,,1994
P03048,Jack E. Fincham,m,phd,,,,,,,,1994
P03049,Sid Nelson,m,phd,,,,,,,,1994
P03050,Bernard Graham,m,phd,,,"Faculty/administrator, Idaho State University",,,,,1994
P03051,Ron Marler,m,phd,,,,,,,,1994
P03052,Alan M. Kelly,m,phd,,,Professor and department chair at Penn Vet,,,,,1994
P03053,Daryl Buss,m,phd,,,"Professor of physiological sciences, College of Veterinary Medicine",US-UNIVERSITY-OF-FLORIDA,,,,1994
P03054,Tim McGuire,m,phd,Unknown,,"Deputy Dean, Graduate School of Industrial Administration (now Tepper)",US-CARNEGIE-MELLON-UNIVERSITY,,,,1994
P03055,David Shrock,m,phd,"unknown institution, field: Transportation/Logistics",,Dean,,,,,1994
P03056,Robert B. Sloan,m,phd,,,"Founding Dean, Baylor Truett Seminary",,TRUE,,,1995
P03057,Constantine W. Curris,m,phd,,,President of Murray State and University of Northern Iowa,,,,,1995
P03058,Daniel Nathans,m,phd,,,"Professor (Nobel laureate), Johns Hopkins University",,,,,1995
P03059,Thomas R. Plough,m,phd,,,Academic administrator,,,,,1995
P03060,Henry S. Bienen,m,phd,,US-UNIVERSITY-OF-CHICAGO,"Dean, Woodrow Wilson School, Princeton University",,TRUE,,,1995
P03061,Karen R. Hitchcock,f,phd,,,Provost and dean at University at Albany (formerly SUNY Stony Brook),,TRUE,,,1995
P03062,Georgia Lesh-Laurie,f,phd,,,CU Denver faculty/administrator,,,,,1995
P03063,Glenn Goerke,m,phd,,US-MICHIGAN-STATE-UNIVERSITY,UH System administrator,,,,,1995
P03064,Mary Sue Coleman,f,phd,,,"Provost, University of New Mexico",,,,,1995
P03065,John W. Shumaker,m,phd,,,"President, University of Central Arkansas",,,,,1995
P03066,Robert Khayat,m,phd,,,Law professor and administrator at Ole Miss,,,,,1995
P03067,Joan Leitzel,f,phd,,,"Senior vice chancellor for academic affairs, UNL",,,,,1995
P03068,Carol C. Harter,f,phd,,US-BINGHAMTON-UNIVERSITY,"President, SUNY Geneseo",,,,,1995
P03069,Michael Hooker,m,phd,,,"President, University of Massachusetts",,,,,1995
P03070,Robert E. Witt,m,phd,,US-PENNSYLVANIA-STATE-UNIVERSITY,"Dean of the College of Business, University of Texas at Austin",,TRUE,,,1995
P03071,David C. Hardesty Jr.,m,phd,,,WVU alumnus / attorney; former WV tax commissioner,,,,,1995
P03072,Les Wyatt,m,phd,,,Vice Chancellor for Executive Affairs,US-UNIVERSITY-OF-MISSISSIPPI,TRUE,,,1995
P03073,Sidney A. Ribeau,m,phd,,,Vice President for Academic Affairs,US-CALIFORNIA-STATE-POLYTECHNIC-UNIVERSITY-POMONA,TRUE,,,1995
P03074,Dennis G. Brown,m,phd,,,Provost and Senior Vice President for Academic Affairs,,TRUE,,,1995
P03075,David A. Caputo,m,phd,,,Dean of the School of Liberal Arts,US-PURDUE-UNIVERSITY,TRUE,,,1995
P03076,David A. Strand,m,phd,,US-INDIANA-UNIVERSITY-BLOOMINGTON,Vice President for Business and Finance,US-ILLINOIS-STATE-UNIVERSITY,TRUE,,,1995
P03077,Gary D. Russi,m,phd,,,Vice President for Academic Affairs,,TRUE,,,1995
P03078,Bobby K. Marks,m,phd,,US-UNIVERSITY-OF-ARKANSAS,Vice President for Academic Affairs,US-SAM-HOUSTON-STATE-UNIVERSITY,TRUE,,,1995
P03079,Robert L. Caret,m,phd,,US-UNIVERSITY-OF-NEW-HAMPSHIRE,Executive Vice President (previously Provost),,TRUE,,,1995
P03080,Robert Sheeran,m,phd,,,Priest and University administrator (internal),,,,,1995
P03081,"Leroy Davis, Sr.",m,phd,,,Vice President for Student Affairs,,TRUE,,,1995
P03082,James M. Douglas,m,phd,,,"Dean, Thurgood Marshall School of Law",US-TEXAS-SOUTHERN-UNIVERSITY,TRUE,,,1995
P03083,Sandra Featherman,f,phd,,,Vice Chancellor for Academic Administration and Professor of Political Science,,TRUE,,,1995
P03084,Joseph J. Ferretti,m,phd,,,Dean of the Graduate College and professor of microbiology,US-UNIVERSITY-OF-OKLAHOMA-HEALTH-SCIENCES-CENTER,TRUE,,,1995
P03085,Alice B. Hayes,f,phd,,,Executive Vice President and Provost,,TRUE,,,1995
P03086,"Bernard P. Knoth, S.J.",m,phd,,,Associate Dean of the College,US-GEORGETOWN-UNIVERSITY,TRUE,,,1995
P03087,Albert Bernt Anderson,m,phd,,,Unknown (prior role not confirmed in available sources),,,,,1995
P03088,Faith Gabelnick,f,phd,,,Provost,,,,,1995
P03089,James E. Hunter,m,phd,,,Unknown,,,,,1995
P03090,Douglas Covington,m,phd,,US-OHIO-STATE-UNIVERSITY,President,,TRUE,,,1995
P03091,Dr. Jeanne H. Neff,f,phd,,,Unknown,,,,,1995
P03092,Daniel S. Cheever Jr.,m,phd,,,President,,TRUE,,,1995
P03093,"Gregory L. ""Greg"" Waybright",m,phd,,,"Pastor (ministry roles in Germany, California, Wisconsin, Illinois)",,,,,1995
P03094,Richard L. Rubenstein,m,phd,,,Distinguished University Professor of Religion (UB faculty),US-UNIVERSITY-OF-BRIDGEPORT,,,,1995
P03095,William A. Staples,m,phd,,US-UNIVERSITY-OF-HOUSTON,"Dean, School of Business",US-UNIVERSITY-OF-HOUSTON-CLEAR-LAKE,TRUE,,,1995
P03096,James Doppke,m,phd,,,,,,,,1995
P03097,Donald V. DeRosa,m,phd,,US-KENT-STATE-UNIVERSITY,Provost and Graduate Dean,US-UNIVERSITY-OF-NORTH-CAROLINA-GREENSBORO,TRUE,,,1995
